"player_id","season_id","games","games_started","minutes_played","field_goals","field_goal_attempts","three_point","three_point_attempts","rebounds","assists","steals","blocks","points"
"1","4","68","6","1055","134","341","94","247","86","40","37","8","406"
"2","2","68","22","1287","152","331","18","60","301","68","27","22","398"
"2","3","63","0","847","66","141","4","15","216","28","23","26","171"
"2","4","38","1","558","70","170","37","90","115","18","14","15","222"
"2","5","59","29","876","119","214","19","49","188","27","29","24","307"
"2","7","29","0","342","42","75","1","2","77","11","13","15","116"
"3","2","70","67","1771","217","399","0","2","523","66","38","86","537"
"3","3","81","20","1197","93","185","0","0","332","43","40","57","265"
"3","4","80","80","2389","374","655","0","1","615","86","88","78","905"
"3","5","80","80","2014","261","426","0","0","533","62","42","89","636"
"5","1","69","69","2324","312","627","105","248","251","168","34","31","867"
"5","2","78","72","2502","375","884","118","333","247","129","41","7","1035"
"5","3","73","73","2552","464","1011","128","300","262","248","35","3","1330"
"5","4","61","45","1580","185","420","62","151","125","78","21","7","515"
"5","5","71","57","2371","354","799","91","238","266","144","25","10","909"
"5","6","62","62","2086","329","699","88","221","197","149","36","13","943"
"5","7","64","64","2307","397","905","72","240","239","206","40","11","1057"
"6","1","18","0","142","8","15","0","0","35","4","5","7","18"
"6","2","61","16","976","144","301","0","0","338","75","37","65","338"
"6","3","46","2","330","33","61","0","0","129","14","8","30","92"
"6","4","62","0","531","45","86","0","0","158","25","25","23","105"
"6","5","60","5","800","134","225","0","0","288","50","47","68","328"
"6","6","26","0","173","22","42","0","0","48","3","8","16","57"
"6","7","45","0","388","44","80","0","0","120","9","5","23","100"
"7","1","81","81","3211","707","1415","4","23","709","170","82","94","1769"
"7","2","71","71","2512","659","1415","37","105","726","124","48","68","1661"
"7","3","69","69","2498","652","1423","3","15","765","178","63","68","1603"
"7","4","72","72","2335","500","1049","23","56","524","139","46","89","1243"
"7","5","74","74","2261","536","1045","0","16","632","110","38","81","1331"
"7","6","55","55","1994","483","943","2","11","442","134","51","45","1191"
"7","7","74","74","2790","638","1318","2","14","670","192","62","91","1560"
"10","1","72","31","1494","251","492","4","23","193","104","129","44","643"
"10","2","63","41","1648","225","455","10","29","280","86","129","30","539"
"10","3","55","28","1278","204","413","11","47","208","94","90","19","495"
"10","4","71","66","1914","274","595","15","54","391","98","115","29","643"
"10","5","64","57","1620","215","469","15","42","296","70","110","18","535"
"10","6","58","57","1525","210","448","8","26","233","79","104","33","568"
"10","7","79","79","2109","284","638","3","24","363","98","119","44","705"
"11","1","81","14","1452","160","406","45","143","267","60","59","25","457"
"11","2","74","3","1366","147","357","34","124","342","59","70","62","412"
"11","3","80","65","2045","234","494","13","48","496","114","82","38","572"
"11","4","61","25","1773","183","466","70","212","451","99","60","44","532"
"11","5","82","82","2341","299","719","126","349","499","138","72","53","839"
"11","6","66","21","1477","150","365","13","47","308","66","59","34","399"
"11","7","76","71","2066","225","474","4","19","585","103","92","51","555"
"12","4","75","10","1228","186","439","58","194","245","66","41","23","532"
"12","5","55","9","647","71","175","22","83","132","29","19","25","208"
"13","2","33","8","358","31","89","3","11","72","28","15","7","74"
"13","4","72","14","1020","93","209","15","40","208","91","51","26","246"
"13","5","78","11","1245","138","295","12","37","244","123","60","29","350"
"14","1","64","14","1424","226","525","134","341","355","52","30","38","681"
"14","2","61","5","1675","291","729","122","359","295","55","33","20","833"
"14","3","22","14","795","155","354","67","164","142","17","10","7","436"
"14","4","72","72","2116","323","773","204","506","330","68","32","14","979"
"14","5","66","7","2008","397","929","131","358","396","73","38","25","1124"
"14","6","61","61","1964","332","757","166","422","471","54","50","26","980"
"14","7","81","22","2503","472","1115","213","557","519","97","42","31","1309"
"16","2","81","71","2541","383","780","7","44","542","207","73","85","1030"
"16","3","77","23","1897","173","418","41","118","339","150","60","61","525"
"16","4","80","80","2845","656","1259","49","180","700","434","131","151","1832"
"16","5","80","79","2823","513","1013","28","109","612","345","94","113","1350"
"17","1","77","77","2751","684","1503","95","251","563","221","68","46","1970"
"17","2","40","40","1428","358","806","61","179","264","122","40","17","966"
"17","3","77","77","2982","743","1643","167","415","622","242","95","51","2112"
"17","4","74","74","2538","602","1389","151","421","436","213","60","34","1659"
"17","5","72","72","2530","567","1307","105","310","556","299","62","38","1573"
"17","6","55","55","1876","441","1025","68","203","344","200","62","24","1245"
"17","7","67","67","2482","669","1489","157","414","460","171","52","32","1920"
"20","1","75","75","2600","303","762","82","271","408","162","120","31","826"
"20","2","82","82","2930","366","910","194","555","459","209","152","17","1048"
"20","3","77","77","2723","389","853","180","442","475","191","126","20","1107"
"20","4","80","80","2773","326","798","191","555","459","175","147","20","936"
"20","5","81","81","2859","357","859","185","499","366","188","160","26","1025"
"20","6","41","41","1350","168","403","29","87","215","135","69","25","444"
"20","7","56","15","1471","188","451","76","209","266","113","72","20","530"
"21","1","80","9","1609","310","624","0","6","342","53","52","63","729"
"21","2","58","4","988","155","384","26","110","171","57","48","26","382"
"21","3","68","1","1161","162","410","24","64","210","61","39","47","401"
"21","4","41","7","639","95","215","53","117","112","42","19","21","262"
"21","5","70","16","1516","221","489","45","117","293","96","53","48","527"
"21","7","59","3","970","162","359","5","18","169","33","24","33","362"
"23","1","82","0","989","78","141","0","0","306","32","20","56","229"
"23","2","76","76","1982","213","412","0","0","748","72","29","54","557"
"23","3","48","19","968","101","190","0","0","378","25","14","37","280"
"23","4","31","19","482","31","65","0","0","163","15","5","10","85"
"23","5","68","64","1178","104","195","0","0","414","26","21","23","269"
"23","6","66","2","971","79","156","0","0","350","32","30","68","205"
"23","7","82","82","2464","332","614","0","1","956","75","46","87","832"
"24","1","82","82","2757","399","958","111","333","225","498","54","3","1178"
"24","2","82","14","1964","258","647","83","246","161","353","49","3","777"
"24","3","71","9","1939","298","718","133","332","130","313","53","3","930"
"24","4","78","20","1538","195","517","95","274","117","209","31","1","616"
"24","5","62","0","1178","148","350","68","168","95","198","38","4","467"
"24","6","48","46","1408","183","487","61","179","109","307","36","1","532"
"24","7","76","5","1226","103","294","67","190","91","170","34","3","356"
"25","1","24","0","137","15","55","3","16","30","6","2","2","36"
"25","2","63","19","830","92","192","59","115","111","24","17","11","256"
"25","3","27","2","473","60","154","36","95","88","29","7","11","170"
"25","4","68","55","1065","113","281","87","210","142","36","21","11","324"
"25","5","47","13","845","122","289","44","109","148","53","11","7","327"
"25","6","40","4","537","71","173","43","100","95","16","10","4","202"
"25","7","62","0","730","86","234","62","178","137","29","14","5","244"
"27","4","52","13","857","82","217","23","86","98","107","34","8","215"
"29","1","81","2","1669","285","649","66","189","159","317","30","1","769"
"29","2","77","10","1362","225","536","54","167","134","263","33","1","580"
"29","3","79","1","1471","254","656","73","231","154","303","26","0","660"
"29","4","35","6","771","142","343","53","148","84","193","14","1","381"
"29","5","74","16","1667","317","711","100","260","152","302","26","2","808"
"29","6","41","11","1032","167","418","53","143","114","232","21","0","463"
"29","7","74","2","1713","316","758","97","280","207","294","32","0","834"
"30","2","82","82","2318","316","656","87","215","453","116","61","19","827"
"30","3","78","24","2204","271","679","66","190","311","116","65","20","738"
"30","4","79","79","2803","599","1280","78","222","397","117","66","15","1518"
"30","5","66","59","2042","295","633","82","214","325","117","41","10","774"
"30","7","81","81","2058","276","628","52","145","333","98","52","14","748"
"31","2","58","0","983","150","353","23","85","162","81","48","19","397"
"31","3","41","0","387","65","156","10","33","74","33","9","7","166"
"31","4","60","19","1705","295","666","87","235","258","206","48","28","820"
"31","5","82","1","2353","425","983","112","325","476","203","71","39","1178"
"31","7","73","5","894","118","309","9","65","145","58","34","9","295"
"32","1","80","67","2522","367","807","118","342","361","123","68","49","990"
"32","2","71","71","2380","240","600","100","309","416","341","78","40","664"
"32","3","82","82","2956","381","819","145","402","611","420","75","57","1070"
"32","4","77","77","2617","393","975","135","405","481","455","86","29","1164"
"32","5","70","70","2448","372","873","139","399","428","403","65","43","1046"
"32","6","59","34","1791","289","641","107","274","271","84","57","60","818"
"32","7","73","73","2807","352","833","165","444","412","360","91","83","1047"
"33","1","71","14","1496","218","517","49","146","165","266","38","5","651"
"33","2","77","4","1717","220","516","37","120","211","233","59","12","598"
"33","3","72","19","1686","248","617","76","212","145","194","60","9","666"
"33","4","3","1","71","11","32","2","5","12","13","0","0","33"
"33","5","52","18","1505","185","437","101","231","141","163","47","11","541"
"33","6","31","11","705","117","276","44","104","66","118","24","4","353"
"33","7","80","4","1765","260","621","71","201","176","264","59","17","693"
"34","2","70","17","1122","185","327","1","4","318","35","16","22","461"
"34","3","53","4","491","71","163","0","0","145","34","2","5","161"
"34","4","75","2","1163","143","279","0","0","333","32","17","39","365"
"34","5","81","1","1233","194","384","0","2","384","51","21","52","514"
"34","7","16","0","141","18","36","0","1","32","5","1","6","43"
"35","2","75","10","1324","141","331","48","132","222","78","52","33","390"
"35","3","67","15","911","147","343","43","128","117","91","43","13","403"
"35","4","73","64","1963","295","721","92","266","231","177","91","52","801"
"35","5","75","68","2083","320","725","109","305","379","171","98","38","872"
"35","7","61","0","267","43","116","10","34","22","22","17","4","123"
"36","2","63","59","2107","363","851","106","259","241","194","76","18","962"
"36","3","73","73","2530","481","1149","138","343","273","243","71","18","1249"
"36","4","77","77","2684","637","1322","223","552","239","267","83","21","1779"
"36","5","55","35","1708","359","799","105","271","188","162","54","11","958"
"36","7","56","46","1745","282","687","91","236","211","137","50","29","780"
"37","4","22","1","165","33","73","9","28","17","11","7","0","83"
"38","1","73","73","2361","561","1246","60","164","409","158","54","52","1401"
"38","2","24","1","505","92","212","8","34","89","32","15","13","212"
"38","3","55","2","831","177","355","21","54","172","42","23","21","436"
"38","4","56","6","935","216","406","18","43","193","53","28","27","528"
"38","5","20","0","363","107","205","3","9","98","16","11","9","255"
"38","6","47","7","1087","221","497","38","101","207","45","18","19","541"
"38","7","75","20","1554","310","766","45","144","282","111","31","34","759"
"39","1","80","69","1957","302","691","134","324","151","92","38","6","836"
"39","2","62","9","1388","199","470","86","230","157","94","31","3","568"
"39","3","80","25","2016","337","695","126","293","226","179","50","7","911"
"39","4","74","0","1778","264","615","102","283","178","147","44","9","780"
"39","5","68","7","1672","245","635","91","297","117","127","37","2","696"
"39","6","66","55","1966","286","686","107","284","172","101","48","5","780"
"39","7","73","27","1882","241","610","79","221","140","148","44","6","702"
"41","4","38","1","371","47","98","1","18","59","28","8","5","101"
"42","4","43","0","574","57","161","28","101","103","23","10","22","146"
"43","4","67","6","808","103","234","69","173","99","46","20","28","303"
"44","2","56","55","1727","204","532","115","323","237","192","59","23","568"
"44","3","56","55","1751","199","481","92","255","196","151","77","23","573"
"44","4","67","67","2058","228","543","110","288","394","281","99","25","639"
"44","5","71","63","2041","258","594","124","310","250","239","94","26","700"
"44","7","41","0","713","79","189","36","96","109","117","37","21","228"
"47","2","64","21","1243","101","186","0","0","407","16","18","99","304"
"47","3","77","9","1072","88","144","0","0","366","8","7","86","222"
"47","4","81","27","1793","179","339","0","0","567","74","25","91","483"
"47","5","82","22","1808","156","288","0","1","655","29","19","133","454"
"47","6","63","41","1455","129","278","0","0","368","27","20","115","327"
"47","7","80","65","2186","156","346","0","0","582","35","28","143","386"
"48","4","65","1","1190","151","356","56","177","244","79","40","20","403"
"48","5","60","0","1075","110","235","48","125","210","83","26","21","308"
"49","2","63","39","1196","157","273","0","1","368","42","19","24","379"
"49","4","67","16","1091","150","294","1","2","342","39","30","44","383"
"49","5","39","0","496","57","104","0","0","157","16","14","18","133"
"51","1","81","25","1841","206","486","32","116","223","289","92","26","543"
"51","2","81","81","2800","468","1046","88","272","423","493","127","45","1377"
"51","3","43","40","1416","265","556","50","140","202","235","69","14","763"
"51","4","66","66","2176","449","1034","104","310","320","418","92","31","1390"
"51","5","31","31","1059","223","492","48","129","125","190","63","19","632"
"51","6","40","1","464","49","126","6","30","65","66","31","14","132"
"51","7","76","12","1553","253","568","31","78","225","233","109","55","643"
"52","2","2","1","74","9","30","2","10","9","8","3","0","22"
"52","3","3","0","15","2","4","0","1","3","1","0","0","5"
"54","2","78","28","1854","261","576","91","256","213","68","34","9","700"
"54","4","81","54","2083","376","845","144","392","277","111","34","7","1113"
"54","5","79","39","2115","324","749","129","338","255","99","29","5","887"
"55","1","65","65","2297","367","742","0","4","720","131","47","168","830"
"55","2","67","65","1583","200","355","0","0","543","180","39","113","422"
"55","3","67","67","1769","235","375","0","0","671","112","47","121","492"
"55","4","27","21","583","38","81","0","1","218","49","13","25","79"
"55","5","70","66","1451","175","279","1","1","492","162","33","114","375"
"55","6","12","12","364","61","136","0","1","100","31","12","24","136"
"55","7","32","32","786","83","184","1","1","245","67","20","55","186"
"56","4","12","0","53","9","16","1","4","17","2","1","2","22"
"57","4","78","78","2730","606","1431","147","405","249","268","72","21","1726"
"57","5","76","51","2108","367","867","99","289","187","200","44","20","1048"
"58","1","65","14","1063","139","253","0","1","251","35","29","42","346"
"58","2","79","5","1564","226","464","29","84","397","83","43","41","567"
"58","3","72","45","1553","222","403","0","2","379","64","41","45","491"
"58","4","71","43","1754","305","591","25","78","570","138","76","28","709"
"58","5","79","2","1632","190","388","12","41","452","84","59","41","463"
"58","6","50","32","1261","181","341","1","2","325","40","48","43","419"
"58","7","48","14","887","108","220","0","5","239","40","32","16","256"
"59","1","31","0","162","23","67","0","5","17","12","9","0","52"
"59","2","77","77","2428","434","1012","124","352","241","135","82","15","1071"
"59","3","60","58","1855","361","825","79","200","226","85","63","11","891"
"59","4","55","55","1835","359","775","108","277","334","121","68","11","894"
"59","5","76","72","2536","456","1019","147","407","220","158","117","19","1155"
"59","6","64","28","1368","200","402","22","54","115","87","43","12","484"
"59","7","50","50","1435","192","478","40","126","111","104","64","19","461"
"61","1","69","24","1510","193","488","30","112","175","89","100","16","552"
"61","2","80","17","2087","343","805","63","235","297","173","114","19","917"
"61","3","81","81","2609","388","807","59","211","207","135","151","30","998"
"61","4","82","11","1281","147","348","27","118","166","97","61","19","371"
"61","5","82","12","1669","212","552","61","224","199","109","84","19","590"
"61","6","59","17","1287","201","463","33","127","150","88","72","17","525"
"61","7","82","2","2003","375","883","91","307","235","124","118","23","990"
"62","4","75","28","1982","290","635","78","193","213","317","84","12","767"
"63","1","59","12","1284","220","587","70","236","78","233","34","3","634"
"63","2","82","21","1885","344","817","121","313","166","261","54","15","954"
"63","3","72","12","1557","233","581","96","248","140","233","52","13","645"
"63","4","65","0","894","121","300","48","128","69","125","25","9","322"
"63","5","69","0","1108","188","469","66","185","101","180","30","10","491"
"63","7","53","20","997","143","316","50","134","80","114","30","10","376"
"65","4","25","0","123","23","60","14","35","6","14","1","0","62"
"66","4","78","20","1341","192","423","46","135","220","64","35","18","515"
"67","2","29","7","549","52","122","6","28","70","90","28","6","122"
"67","3","26","0","224","26","86","3","30","28","41","13","3","64"
"67","5","8","0","61","8","25","1","8","7","11","3","1","20"
"69","4","54","2","521","52","141","29","95","95","47","17","8","150"
"71","2","36","2","338","24","70","15","46","50","8","10","4","69"
"71","3","43","0","395","43","121","22","73","54","12","9","1","115"
"71","4","31","5","467","54","128","28","73","64","29","18","3","141"
"71","5","37","0","429","43","98","22","53","68","27","10","2","122"
"72","2","27","27","899","121","300","26","68","114","82","17","5","374"
"72","3","78","12","2193","380","831","50","143","257","212","69","14","1089"
"72","4","42","0","653","99","248","25","76","120","30","18","5","283"
"72","5","31","3","797","137","334","32","79","109","63","18","4","412"
"72","6","59","0","939","153","357","15","45","132","55","27","5","425"
"72","7","64","0","1137","163","388","33","92","145","92","35","13","451"
"73","2","65","65","2513","421","912","73","193","379","212","114","36","1301"
"73","3","67","67","2591","275","693","68","240","330","175","127","36","878"
"73","4","76","75","2809","570","1252","91","248","470","417","143","32","1816"
"73","5","67","67","2474","470","1035","64","205","358","321","110","43","1399"
"73","6","42","0","359","32","79","2","11","56","14","11","5","109"
"73","7","82","20","2134","239","512","40","105","328","115","78","31","705"
"74","2","8","0","23","4","12","2","3","2","0","0","1","10"
"74","4","9","0","40","6","16","2","6","10","4","2","1","14"
"74","5","6","1","43","1","12","1","7","2","1","2","1","3"
"75","1","68","55","2102","262","596","57","156","202","605","81","7","669"
"75","2","42","42","1270","147","354","59","142","124","198","31","0","382"
"75","3","81","81","2468","341","748","191","425","192","377","69","11","925"
"75","4","41","13","539","55","134","20","64","74","88","11","1","141"
"75","5","72","72","2024","209","455","84","203","229","298","63","7","544"
"75","6","53","53","1799","218","477","59","159","160","468","47","3","555"
"75","7","73","58","2160","312","635","130","282","176","518","58","8","826"
"76","2","82","82","2587","390","972","153","444","255","109","93","18","1043"
"76","3","80","41","1583","182","460","59","185","156","55","75","12","470"
"76","4","76","75","2529","370","928","153","437","248","193","89","12","1047"
"76","5","76","76","2789","403","960","114","369","282","138","110","17","1105"
"77","2","47","21","938","146","378","91","246","87","98","29","3","432"
"77","3","22","0","252","31","87","18","55","24","22","8","4","101"
"77","4","39","0","592","63","173","25","94","49","37","22","1","181"
"77","5","77","39","1966","260","722","176","485","174","137","56","12","846"
"78","2","12","0","90","14","29","0","0","36","2","1","9","32"
"78","4","65","59","1551","362","563","0","0","526","64","34","80","818"
"78","5","77","35","1471","231","397","0","1","494","47","59","92","542"
"79","1","12","0","50","4","12","0","0","8","4","1","1","10"
"79","2","70","69","2189","318","653","120","304","372","118","94","17","883"
"79","3","73","73","2341","302","642","97","268","403","134","108","21","810"
"79","4","72","72","1882","220","549","109","320","275","74","81","27","638"
"79","5","26","22","786","105","270","46","118","122","27","44","6","286"
"79","6","24","9","348","43","105","7","19","53","18","12","1","107"
"79","7","66","12","1111","149","324","20","70","188","61","58","24","393"
"80","1","73","63","2051","389","891","116","321","275","146","67","20","1022"
"80","2","66","1","1091","135","406","69","232","133","79","43","14","384"
"80","3","81","0","1973","330","811","146","371","284","212","61","35","967"
"80","4","73","15","1799","193","490","112","296","227","133","60","36","586"
"80","5","60","3","1005","133","343","59","169","146","56","38","16","395"
"80","6","61","40","1542","223","542","74","205","205","139","56","25","615"
"80","7","81","3","2093","372","855","162","399","334","194","74","44","1088"
"81","2","66","63","2149","364","919","36","153","353","442","111","30","966"
"81","3","70","70","2414","427","1054","55","208","437","441","130","43","1167"
"81","4","45","19","846","112","306","15","64","152","113","38","23","297"
"81","5","54","37","1649","251","555","15","55","276","281","80","41","623"
"83","1","71","27","1702","225","546","92","247","307","74","54","13","610"
"83","2","67","19","1416","209","427","35","87","260","102","31","9","593"
"83","3","71","2","1283","173","410","61","176","260","88","44","14","490"
"83","4","36","2","643","77","165","15","43","112","37","23","3","186"
"83","5","69","21","1880","299","622","112","274","410","95","56","17","813"
"83","6","65","35","1341","166","412","53","168","228","66","37","21","459"
"83","7","43","1","503","63","160","25","76","114","28","25","12","173"
"84","4","75","21","1421","255","481","0","2","340","80","53","45","611"
"84","5","66","39","1412","191","339","0","2","352","37","48","66","463"
"86","1","70","28","1579","155","388","83","231","146","177","76","7","447"
"86","2","80","37","2368","267","663","73","248","206","307","122","10","813"
"86","3","73","73","2178","254","560","87","226","214","357","119","16","716"
"86","5","61","7","1373","182","444","46","149","157","230","88","13","628"
"86","6","64","64","1825","223","498","101","260","171","222","97","11","627"
"86","7","77","77","2068","227","529","123","301","171","273","118","12","666"
"87","1","74","74","2059","266","407","0","0","692","32","36","80","748"
"87","2","75","75","2286","293","440","0","0","864","84","42","91","771"
"87","3","55","55","1662","191","322","0","1","529","59","36","63","480"
"87","4","47","46","1298","153","228","0","0","539","30","33","24","397"
"87","5","66","60","1618","183","314","0","1","576","64","36","44","472"
"87","6","62","62","2061","241","355","0","2","612","56","56","89","699"
"87","7","66","66","2164","255","400","0","0","703","62","42","75","689"
"88","1","72","49","2401","429","953","112","320","408","120","48","94","1100"
"88","2","78","75","2471","418","975","139","406","475","134","58","29","1085"
"88","3","62","55","1927","307","738","122","351","294","114","46","31","846"
"88","4","71","33","2197","433","939","110","326","459","141","52","30","1117"
"88","6","8","6","215","31","79","3","12","41","17","6","6","75"
"88","7","43","8","1079","210","455","52","126","218","58","45","12","560"
"89","4","82","75","1743","284","632","72","224","348","60","67","70","753"
"90","2","30","0","192","19","55","10","30","16","12","9","3","57"
"90","3","23","0","172","26","67","11","31","19","15","8","2","68"
"90","4","77","0","1137","211","433","61","163","122","90","39","8","527"
"90","5","66","1","578","89","202","30","84","68","64","17","13","236"
"91","2","59","38","1476","267","596","38","121","191","206","51","12","703"
"91","4","82","19","2397","477","1071","117","356","246","213","88","8","1205"
"91","5","79","79","2552","475","1098","111","320","313","192","88","7","1225"
"97","1","79","79","2360","398","870","41","124","225","403","87","14","1039"
"97","2","45","45","1565","260","550","60","161","143","252","67","14","725"
"97","3","80","35","2069","324","694","71","189","188","297","93","15","911"
"97","4","68","64","2063","340","714","73","175","153","312","67","9","900"
"97","5","74","15","2219","377","776","87","217","169","318","76","4","1035"
"97","6","60","56","1878","230","523","34","94","187","287","49","14","621"
"97","7","81","47","2372","341","724","48","136","219","415","100","8","972"
"98","1","71","2","1524","137","242","0","0","316","69","42","31","329"
"98","2","66","2","1101","106","253","16","60","250","90","35","25","273"
"98","3","81","0","1353","134","241","4","17","293","104","30","28","338"
"98","4","20","0","128","14","23","0","1","30","12","2","2","33"
"98","5","59","4","699","50","109","0","2","171","52","15","16","123"
"98","6","63","0","1307","120","201","0","1","274","82","33","28","284"
"98","7","81","2","1583","176","296","0","4","333","121","51","30","412"
"99","1","81","81","2872","423","953","80","217","247","528","144","18","1107"
"99","2","70","70","2225","393","882","107","277","209","375","89","14","1107"
"99","3","73","73","2446","463","1030","105","291","213","441","110","13","1256"
"99","4","69","68","2292","464","1009","171","419","242","433","92","19","1415"
"99","5","56","56","1761","294","696","78","215","164","342","67","16","857"
"99","6","62","61","2174","296","684","60","159","156","404","136","11","788"
"99","7","80","80","2757","414","940","106","293","225","487","174","24","1168"
"100","4","39","1","316","37","72","17","33","52","28","6","2","98"
"100","5","34","0","143","13","49","5","21","32","10","2","0","36"
"101","4","14","0","188","33","66","11","26","7","26","4","0","79"
"103","2","16","0","87","9","22","0","0","25","1","6","3","27"
"105","1","81","62","2309","432","1004","3","18","699","204","85","68","1143"
"105","2","59","59","2013","498","1066","2","8","747","210","90","103","1421"
"105","3","71","71","2298","591","1191","0","7","831","207","109","91","1614"
"105","4","72","72","2465","647","1433","131","364","797","332","100","92","1942"
"105","5","65","65","2246","601","1332","70","210","747","214","101","92","1748"
"105","6","64","62","1950","448","999","2","14","703","102","93","75","1160"
"105","7","75","74","2289","482","1036","4","22","746","199","108","55","1280"
"106","2","70","49","1956","299","756","167","446","316","105","97","31","943"
"106","3","7","0","34","6","14","4","11","5","0","2","0","16"
"106","4","67","67","2119","292","732","137","412","436","102","127","69","864"
"106","5","67","49","1903","274","712","170","482","419","97","105","40","858"
"107","2","51","9","683","63","153","30","85","73","39","19","15","168"
"107","3","15","0","100","12","33","6","14","9","6","2","1","33"
"107","4","79","7","2254","303","647","134","302","225","93","54","20","845"
"107","5","81","8","2105","311","678","112","285","216","99","63","16","832"
"109","1","76","0","2297","368","874","119","349","130","241","57","14","1077"
"109","2","64","4","1703","332","839","119","364","124","158","59","14","1010"
"109","3","69","24","2094","421","1011","161","446","158","223","59","12","1282"
"109","4","82","1","2157","359","869","116","322","129","213","59","14","1008"
"109","5","79","5","2126","379","939","117","344","145","183","52","12","1120"
"109","6","60","6","1613","283","737","80","260","118","191","55","14","837"
"109","7","76","0","2230","445","1016","149","396","128","193","79","13","1255"
"110","1","42","18","1027","192","500","33","128","105","117","39","3","490"
"110","3","81","35","1859","327","788","90","285","183","281","47","5","890"
"110","4","19","0","442","105","218","37","95","34","57","11","2","267"
"110","6","64","32","1753","349","872","79","273","168","190","59","5","938"
"110","7","70","14","1709","301","725","83","246","209","225","39","7","814"
"111","2","82","17","1647","229","545","61","208","293","94","72","25","628"
"111","3","78","8","1254","130","296","50","151","194","60","59","21","356"
"111","4","72","72","2335","333","720","157","394","415","155","72","23","999"
"111","5","73","73","2308","360","813","122","363","373","135","126","35","1038"
"111","7","78","16","1353","141","367","63","192","187","94","63","17","392"
"112","1","78","18","1637","218","472","1","13","277","43","54","43","482"
"112","2","66","27","1652","155","339","1","10","256","50","46","37","340"
"112","3","81","7","1635","236","509","0","5","330","83","62","58","510"
"112","4","66","35","1649","174","359","71","181","277","36","39","28","435"
"112","5","80","46","1971","186","412","55","174","236","77","42","33","484"
"112","6","64","5","1124","144","279","0","2","246","37","42","34","333"
"112","7","80","9","2010","314","671","0","6","408","67","84","38","695"
"113","1","74","74","2489","505","1053","151","342","286","432","109","20","1373"
"113","2","80","80","2613","653","1341","286","646","341","619","163","16","1900"
"113","3","78","78","2846","652","1383","261","615","334","666","128","14","1873"
"113","4","79","79","2638","675","1443","324","789","353","523","143","17","1999"
"113","5","79","79","2700","805","1598","402","886","430","527","169","15","2375"
"113","6","26","23","732","145","296","55","121","88","138","39","8","383"
"113","7","78","78","2983","626","1388","272","600","314","539","126","12","1786"
"114","2","47","0","397","61","165","43","118","33","22","6","1","176"
"114","3","5","1","75","15","31","12","25","4","5","0","0","42"
"114","4","67","3","1183","185","495","138","355","100","46","21","4","551"
"114","5","43","0","476","89","187","59","122","57","21","11","3","242"
"115","2","68","68","2455","642","1199","1","12","696","149","100","200","1656"
"115","3","67","66","2358","522","1005","2","9","673","105","89","189","1394"
"115","4","75","75","2708","770","1527","40","134","886","157","94","167","2099"
"115","5","61","61","2164","560","1136","35","108","627","116","78","125","1481"
"115","7","64","60","1846","349","676","0","6","522","63","75","112","867"
"116","4","36","0","238","24","47","0","0","60","2","3","17","58"
"117","1","65","17","1602","215","373","0","0","462","40","39","67","501"
"117","2","79","24","1840","282","469","0","0","600","94","49","98","656"
"117","3","63","4","956","155","290","0","0","260","27","17","43","357"
"117","4","46","12","789","75","142","0","0","243","27","15","22","200"
"117","5","81","0","1684","206","337","0","0","599","88","57","72","526"
"117","6","66","9","1534","172","335","0","1","438","60","40","63","415"
"117","7","81","28","1631","260","482","0","0","460","63","38","85","623"
"118","2","59","15","845","91","162","0","1","295","9","16","50","216"
"118","3","31","6","390","38","83","0","0","127","5","7","22","97"
"118","4","76","37","1330","161","259","0","0","495","44","37","61","387"
"118","5","58","20","705","99","177","0","0","228","13","22","46","255"
"119","4","77","2","1419","203","429","60","187","284","76","38","21","504"
"119","5","3","0","6","0","0","0","0","1","0","1","0","0"
"120","4","73","2","1248","145","388","26","110","124","193","39","1","391"
"121","2","67","13","1380","111","307","68","167","126","204","24","2","319"
"121","3","72","4","1271","122","296","57","155","123","187","33","5","339"
"121","4","76","54","1986","208","534","79","215","147","357","53","0","577"
"121","5","76","14","1867","207","511","98","239","162","337","44","9","569"
"122","1","82","82","3208","531","1155","115","333","476","230","78","48","1430"
"122","2","72","72","2421","369","787","78","220","376","139","65","22","1007"
"122","3","63","63","2213","371","860","57","189","361","183","62","9","1011"
"122","4","56","49","1486","164","424","51","165","295","74","48","20","425"
"122","5","74","73","2394","339","745","88","256","443","140","74","29","911"
"122","6","54","54","2129","311","755","79","215","350","157","56","36","828"
"122","7","75","75","2903","466","1093","75","233","476","222","81","32","1237"
"123","1","82","82","2851","539","1154","5","52","315","148","85","31","1410"
"123","2","60","60","2100","409","990","25","88","277","210","73","11","1204"
"123","3","79","79","3017","604","1407","64","210","343","313","86","28","1791"
"123","4","74","74","2620","721","1545","33","124","386","290","78","13","2020"
"123","5","78","78","2804","614","1377","47","139","349","315","81","21","1830"
"123","6","63","63","2206","381","903","24","92","211","128","48","17","1054"
"123","7","82","82","3013","548","1231","34","120","320","204","76","24","1485"
"124","4","17","0","199","36","76","0","0","73","4","4","7","87"
"125","2","73","49","2193","259","512","1","6","609","146","71","126","710"
"125","3","60","15","818","113","227","1","1","300","39","30","50","286"
"125","4","82","82","2653","332","661","16","43","647","158","88","95","816"
"125","5","82","39","2220","308","579","6","20","585","143","94","96","827"
