"player_id","team_id","position_id"
"350","27","2"
"604","9","2"
"894","32","1"
"762","3","2"
"966","31","2"
"550","17","1"
"657","14","1"
"536","25","1"
"6","28","3"
"522","20","2"
"193","15","1"
"683","22","1"
"602","22","2"
"672","12","1"
"963","14","2"
"323","32","1"
"563","4","2"
"242","23","3"
"507","24","1"
"984","6","1"
"734","9","1"
"159","14","2"
"736","27","3"
"869","8","2"
"662","31","3"
"135","32","1"
"886","16","3"
"798","31","1"
"955","21","1"
"601","14","1"
"472","21","3"
"881","17","2"
"422","27","3"
"814","23","1"
"194","1","2"
"404","7","3"
"503","8","3"
"174","7","2"
"491","14","2"
"376","6","1"
"499","10","1"
"772","14","3"
"541","4","2"
"853","29","3"
"662","19","3"
"885","21","2"
"780","23","2"
"796","17","2"
"978","7","2"
"662","14","3"
"293","31","3"
"62","16","1"
"184","34","2"
"2","8","2"
"396","14","2"
"178","3","1"
"574","16","1"
"975","7","2"
"523","14","1"
"535","32","1"
"270","2","3"
"1000","26","1"
"633","10","3"
"859","7","2"
"725","13","2"
"241","24","3"
"793","19","2"
"728","30","2"
"574","14","1"
"609","17","2"
"335","28","2"
"514","14","2"
"205","9","3"
"223","26","3"
"526","3","1"
"566","7","3"
"230","33","1"
"401","12","2"
"999","14","2"
"152","14","1"
"465","7","1"
"795","14","1"
"118","31","3"
"162","2","2"
"568","21","2"
"801","31","3"
"445","32","2"
"255","14","3"
"71","25","2"
"646","22","1"
"638","13","3"
"531","31","2"
"295","15","1"
"381","20","1"
"876","6","3"
"658","3","1"
"638","7","3"
"673","7","1"
"735","17","1"
"47","30","3"
"1033","14","2"
"838","3","3"
"534","4","2"
"606","20","2"
"894","32","2"
"864","31","1"
"223","26","2"
"478","25","1"
"371","8","3"
"678","14","3"
"733","33","2"
"631","11","3"
"711","20","1"
"377","2","1"
"730","13","1"
"509","11","1"
"7","11","2"
"728","34","2"
"575","32","1"
"253","23","2"
"234","1","2"
"878","20","2"
"24","30","1"
"633","6","3"
"292","2","2"
"280","34","3"
"547","16","2"
"693","14","2"
"401","19","3"
"922","14","1"
"691","13","3"
"628","3","1"
"49","14","2"
"599","28","2"
"129","3","1"
"52","20","1"
"2","13","2"
"1035","15","1"
"35","9","1"
"266","20","1"
"655","23","3"
"770","25","1"
"402","9","2"
"400","14","1"
"612","33","1"
"584","27","2"
"706","34","1"
"999","7","3"
"787","31","1"
"583","33","1"
"400","1","2"
"112","12","2"
"173","29","2"
"504","13","3"
"939","1","2"
"356","25","3"
"648","22","1"
"671","4","2"
"983","18","1"
"490","5","1"
"355","11","3"
"930","31","3"
"757","11","2"
"737","14","2"
"276","9","1"
"163","22","1"
"852","10","1"
"777","10","1"
"166","12","1"
"1017","25","2"
"536","25","2"
"81","16","1"
"5","1","1"
"936","4","3"
"670","25","1"
"982","17","1"
"745","26","2"
"372","32","1"
"275","33","2"
"705","14","1"
"766","18","1"
"468","10","3"
"183","10","1"
"714","13","3"
"772","8","3"
"572","17","1"
"492","25","2"
"39","15","1"
"489","14","2"
"900","26","2"
"745","24","2"
"131","16","1"
"631","17","2"
"350","27","3"
"75","14","1"
"450","31","2"
"878","13","3"
"467","24","3"
"991","27","1"
"362","13","3"
"166","3","1"
"63","14","1"
"1027","20","3"
"315","28","3"
"223","33","3"
"732","14","1"
"993","14","3"
"479","29","2"
"874","14","2"
"673","24","1"
"832","23","2"
"478","5","1"
"961","9","1"
"845","21","1"
"563","28","2"
"378","30","2"
"992","30","2"
"510","14","3"
"427","25","1"
"308","16","2"
"667","28","2"
"389","29","2"
"843","6","2"
"853","25","3"
"519","10","2"
"967","33","3"
"373","15","1"
"869","6","2"
"441","24","1"
"208","14","2"
"689","30","2"
"358","12","1"
"584","28","2"
"883","13","2"
"300","33","1"
"209","31","2"
"487","32","1"
"508","24","3"
"511","3","3"
"1033","19","2"
"739","30","1"
"555","24","1"
"678","25","3"
"255","1","3"
"140","15","2"
"89","25","2"
"181","33","1"
"770","25","2"
"356","4","3"
"485","4","2"
"594","15","2"
"931","18","2"
"131","7","2"
"371","8","2"
"535","29","2"
"421","34","3"
"886","11","3"
"90","1","1"
"788","22","1"
"404","14","3"
"681","20","3"
"72","33","1"
"413","26","1"
"269","18","3"
"881","17","3"
"956","20","2"
"110","6","1"
"291","17","2"
"491","14","1"
"519","4","1"
"402","7","2"
"883","6","1"
"609","21","1"
"290","31","1"
"419","10","2"
"996","5","1"
"780","7","2"
"324","1","1"
"897","2","2"
"78","3","3"
"654","27","3"
"750","7","2"
"809","31","3"
"723","31","1"
"1018","11","3"
"268","5","3"
"729","25","1"
"359","17","2"
"733","14","1"
"639","10","2"
"677","9","3"
"999","11","3"
"13","22","1"
"641","31","2"
"755","17","1"
"369","29","2"
"613","13","1"
"527","5","2"
"216","12","1"
"47","21","3"
"138","3","1"
"832","6","2"
"491","10","2"
"276","31","1"
"883","14","1"
"586","3","2"
"811","32","3"
"732","7","1"
"270","19","3"
"342","5","3"
"732","29","1"
"497","30","1"
"542","14","2"
"609","22","2"
"1016","14","1"
"54","8","2"
"27","28","1"
"619","13","2"
"1037","17","2"
"999","7","2"
"874","19","2"
"111","6","2"
"413","22","1"
"361","28","2"
"49","14","3"
"61","1","1"
"224","14","2"
"789","22","2"
"455","14","2"
"917","31","2"
"895","9","1"
"327","14","3"
"486","23","1"
"280","22","3"
"647","23","2"
"825","33","1"
"670","21","1"
"267","16","1"
"241","24","2"
"562","25","2"
"732","31","1"
"567","4","1"
"762","14","2"
"79","33","2"
"426","14","3"
"190","1","2"
"740","16","1"
"423","14","2"
"153","30","2"
"822","14","1"
"300","10","1"
"299","16","1"
"88","1","2"
"109","9","1"
"578","21","1"
"111","14","2"
"793","28","2"
"119","3","2"
"537","13","1"
"170","2","1"
"552","11","1"
"747","33","2"
"487","23","1"
"142","18","2"
"823","14","3"
"378","30","1"
"159","29","2"
"435","10","1"
"535","10","1"
"870","13","1"
"223","33","2"
"131","25","1"
"636","27","2"
"608","34","2"
"609","4","1"
"939","21","2"
"425","4","3"
"332","20","1"
"135","10","1"
"585","23","2"
"333","14","2"
"519","9","2"
"291","14","2"
"903","18","2"
"992","30","3"
"473","4","2"
"943","28","3"
"24","1","1"
"322","20","2"
"167","14","3"
"438","9","2"
"233","27","2"
"300","33","2"
"853","14","3"
"300","4","1"
"915","32","1"
"994","14","1"
"400","28","2"
"908","17","1"
"646","15","1"
"571","12","1"
"611","4","2"
"1001","33","3"
"75","13","1"
"494","33","1"
"943","18","3"
"961","34","2"
"889","30","1"
"575","14","1"
"577","5","2"
"583","14","1"
"17","14","2"
"452","3","1"
"39","24","1"
"251","28","2"
"484","17","1"
"355","1","3"
"65","3","1"
"955","20","1"
"267","8","1"
"968","14","2"
"683","14","1"
"845","13","1"
"249","14","3"
"688","33","2"
"636","6","2"
"262","29","2"
"392","21","2"
"174","6","2"
"263","8","1"
"433","31","3"
"301","12","2"
"937","27","1"
"296","34","1"
"171","22","1"
"177","28","1"
"136","31","2"
"885","30","2"
"506","10","1"
"388","23","1"
"135","29","1"
"801","14","3"
"811","29","3"
"489","26","3"
"211","33","1"
"844","3","1"
"734","14","1"
"615","12","1"
"87","28","3"
"7","22","3"
"968","22","2"
"358","29","1"
"496","1","1"
"337","31","2"
"525","27","1"
"741","16","1"
"883","14","2"
"12","14","1"
"5","11","1"
"183","8","1"
"945","32","3"
"508","31","2"
"718","8","3"
"673","14","1"
"611","16","2"
"1005","19","2"
"570","25","1"
"772","9","3"
"150","1","2"
"790","7","2"
"551","28","3"
"488","13","1"
"806","14","2"
"575","34","1"
"216","19","1"
"894","9","1"
"790","10","2"
"808","32","3"
"327","31","3"
"768","18","1"
"255","2","2"
"548","9","1"
"669","34","2"
"705","14","2"
"519","13","2"
"412","16","2"
"52","6","1"
"117","11","2"
"158","22","3"
"502","25","2"
"728","24","2"
"984","30","1"
"627","14","2"
"362","6","2"
"788","26","1"
"663","19","1"
"434","32","1"
"77","14","1"
"514","8","2"
"957","10","2"
"740","14","1"
"585","22","2"
"402","14","2"
"985","34","3"
"1030","25","3"
"636","19","2"
"833","15","2"
"426","7","2"
"400","28","1"
"675","5","2"
"540","22","1"
"903","6","2"
"834","16","2"
"876","27","3"
"795","30","1"
"311","14","2"
"225","14","2"
"466","4","2"
"609","4","2"
"16","16","2"
"556","27","1"
"577","10","3"
"502","18","1"
"763","5","3"
"235","5","3"
"735","4","1"
"493","13","1"
"328","21","3"
"542","17","2"
"137","29","2"
"55","16","3"
"995","21","1"
"418","5","1"
"648","27","1"
"424","31","1"
"726","14","2"
"537","9","1"
"184","30","2"
"156","28","1"
"1035","3","1"
"267","10","1"
"594","14","1"
"111","13","2"
"80","13","2"
"924","9","3"
"703","29","1"
"1033","14","1"
"179","30","1"
"143","10","1"
"859","25","2"
"567","34","1"
"579","14","1"
"915","9","1"
"346","3","2"
"632","2","1"
"35","9","2"
"622","8","3"
"722","13","1"
"552","30","1"
"508","16","2"
"350","9","2"
"406","27","1"
"301","19","2"
"327","31","2"
"923","17","2"
"140","15","1"
"448","27","2"
"580","2","1"
"474","32","2"
"421","25","3"
"570","14","1"
"1026","14","2"
"198","9","1"
"97","13","1"
"753","15","2"
"333","24","2"
"517","13","1"
"823","23","3"
"733","14","2"
"579","18","1"
"168","24","1"
"88","14","2"
"885","14","2"
"843","6","1"
"401","17","2"
"397","6","1"
"452","31","1"
"396","34","2"
"514","6","2"
"757","31","2"
"600","13","3"
"556","31","1"
"698","7","1"
"194","14","2"
"767","14","1"
"158","20","2"
"249","27","3"
"767","23","2"
"467","26","2"
"612","14","1"
"145","1","1"
"212","20","2"
"755","17","2"
"863","28","2"
"545","10","3"
"898","28","2"
"739","25","1"
"856","19","1"
"976","17","2"
"80","25","2"
"421","25","2"
"476","6","3"
"554","14","1"
"131","17","2"
"767","28","2"
"910","13","1"
"523","16","1"
"181","14","1"
"626","8","1"
"288","5","1"
"503","14","3"
"550","6","2"
"807","25","3"
"2","15","2"
"711","29","1"
"17","1","2"
"276","17","1"
"378","14","1"
"508","24","2"
"767","14","2"
"2","21","2"
"608","16","2"
"490","15","1"
"989","14","3"
"233","27","1"
"39","22","1"
"417","12","2"
"735","14","1"
"10","29","1"
"557","20","2"
"788","16","1"
"77","3","1"
"116","29","3"
"888","2","2"
"861","17","1"
"768","6","2"
"142","33","2"
"999","14","3"
"874","26","2"
"712","29","1"
"179","11","1"
"383","14","2"
"959","34","2"
"376","15","1"
"565","32","2"
"266","8","1"
"649","2","3"
"505","30","2"
"187","32","2"
"181","13","1"
"493","14","1"
"33","31","1"
"342","9","3"
"535","10","2"
"406","27","2"
"38","3","2"
"584","32","2"
"932","10","3"
"943","14","3"
"533","14","1"
"404","10","2"
"944","21","1"
"521","12","2"
"399","29","1"
"38","32","2"
"461","6","2"
"101","14","1"
"582","25","2"
"404","31","2"
"807","6","2"
"565","1","3"
"462","21","1"
"105","14","3"
"461","25","2"
"659","34","2"
"782","28","3"
"752","18","2"
"850","34","1"
"785","33","2"
"23","12","3"
"14","3","2"
"233","25","2"
"841","2","1"
"736","16","3"
"450","34","1"
"370","30","1"
"258","3","1"
"502","32","1"
"709","9","1"
"54","14","2"
"564","9","2"
"854","2","1"
"545","30","3"
"638","19","3"
"71","7","2"
"649","23","3"
"271","27","2"
"641","15","2"
"594","3","1"
"694","14","2"
"747","14","2"
"597","7","2"
"75","20","1"
"788","26","2"
"137","12","2"
"519","14","1"
"33","29","1"
"356","14","3"
"205","3","3"
"779","25","1"
"790","20","2"
"630","14","3"
"734","17","1"
"526","15","1"
"597","22","2"
"549","23","1"
"378","21","2"
"575","15","1"
"631","11","2"
"55","14","3"
"593","28","2"
"188","33","1"
"1018","11","2"
"703","1","1"
"574","12","2"
"266","28","1"
"648","14","1"
"358","19","1"
"114","24","1"
"670","31","1"
"501","8","1"
"815","14","2"
"54","8","1"
"923","7","2"
"563","17","2"
"135","27","1"
"358","12","2"
"465","31","1"
"887","10","1"
"937","3","1"
"161","30","1"
"345","22","1"
"599","8","3"
"843","16","1"
"896","34","2"
"467","24","2"
"743","6","3"
"518","14","1"
"79","3","2"
"97","7","1"
"1031","20","2"
"404","10","3"
"556","31","2"
"466","31","2"
"689","25","2"
"20","19","2"
"542","30","2"
"135","13","1"
"152","12","1"
"601","5","1"
"670","21","2"
"572","8","1"
"35","20","1"
"665","29","1"
"556","14","2"
"101","12","1"
"579","7","1"
"356","16","2"
"117","29","2"
"394","22","2"
"676","31","3"
"857","23","2"
"819","12","2"
"767","2","1"
"967","33","2"
"658","28","1"
"534","26","2"
"491","9","2"
"951","17","2"
"389","12","1"
"255","23","2"
"192","30","2"
"804","20","1"
"746","21","1"
"593","19","2"
"885","14","1"
"600","13","2"
"442","19","2"
"983","10","1"
"165","30","2"
"622","6","3"
"701","15","2"
"510","1","3"
"472","13","3"
"1","23","1"
"561","16","2"
"627","24","2"
"355","14","3"
"331","11","3"
"719","8","2"
"779","33","1"
"16","16","1"
"665","12","1"
"350","14","3"
"198","28","1"
"155","14","2"
"685","34","1"
"106","31","2"
"475","7","1"
"812","3","2"
"869","14","2"
"362","14","2"
"683","28","1"
"648","15","1"
"572","15","1"
"774","10","2"
"537","14","1"
"63","4","1"
"383","1","2"
"543","23","2"
"527","22","2"
"38","25","2"
"262","16","2"
"417","23","2"
"58","8","2"
"584","10","2"
"81","14","1"
"47","30","2"
"323","11","1"
"749","28","2"
"609","21","2"
"383","14","1"
"90","14","1"
"459","33","3"
"622","14","2"
"118","30","3"
"759","5","3"
"820","16","1"
"518","17","1"
"278","13","3"
"399","25","1"
"523","34","1"
"533","10","1"
"112","29","2"
"781","21","3"
"607","25","2"
"797","19","1"
"650","11","1"
"455","29","2"
"315","1","3"
"488","14","1"
"696","34","2"
"164","33","3"
"961","34","1"
"489","26","2"
"441","29","1"
"84","15","3"
"25","11","2"
"480","6","2"
"516","13","1"
"769","20","3"
"584","14","2"
"521","16","2"
"535","32","2"
"756","20","2"
"826","9","3"
"587","31","2"
"747","31","2"
"375","23","2"
"101","13","1"
"476","34","3"
"701","14","2"
"540","26","1"
"355","8","3"
"339","6","3"
"310","15","2"
"358","14","1"
"646","14","1"
"79","14","2"
"734","24","1"
"947","6","2"
"788","14","1"
"249","1","3"
"665","14","1"
"987","13","1"
"514","9","2"
"571","31","2"
"831","14","1"
"492","17","1"
"756","32","2"
"727","1","2"
"1040","33","1"
"927","22","2"
"635","8","2"
"475","21","2"
"421","27","2"
"32","11","2"
"737","6","2"
"562","3","2"
"137","14","2"
"156","14","1"
"815","2","2"
"261","11","2"
"731","34","2"
"391","10","1"
"823","11","3"
"752","11","2"
"589","6","2"
"162","14","2"
"911","14","2"
"872","3","1"
"841","3","1"
"689","14","2"
"210","23","2"
"1016","5","1"
"604","13","2"
"1026","10","2"
"695","32","1"
"625","33","1"
"405","31","1"
"517","25","1"
"248","9","2"
"627","14","1"
"401","17","3"
"458","32","2"
"884","18","3"
"694","7","2"
"86","32","1"
"496","14","1"
"768","18","2"
"357","21","3"
"303","22","1"
"5","15","1"
"537","2","1"
"883","19","1"
"625","1","1"
"726","9","2"
"668","5","2"
"200","8","2"
"826","28","3"
"809","23","2"
"552","20","1"
"61","27","1"
"627","24","1"
"827","32","2"
"877","33","1"
"629","4","2"
"532","32","1"
"561","10","2"
"866","30","2"
"116","29","2"
"837","31","2"
"708","14","2"
"631","14","3"
"591","29","1"
"764","28","1"
"796","14","2"
"571","14","1"
"401","28","2"
"474","14","2"
"608","7","2"
"159","21","2"
"312","25","2"
"83","3","2"
"585","5","2"
"663","9","1"
"20","3","2"
"667","14","3"
"540","16","1"
"828","1","2"
"759","9","3"
"24","26","1"
"61","3","1"
"140","14","2"
"788","14","2"
"519","13","1"
"396","23","2"
"699","32","1"
"660","7","1"
"608","14","2"
"715","14","2"
"638","11","3"
"664","27","3"
"895","13","1"
"208","21","3"
"854","2","2"
"233","7","1"
"481","8","2"
"465","17","2"
"479","5","2"
"628","7","2"
"155","28","2"
"655","10","3"
"141","1","2"
"798","11","1"
"731","1","2"
"759","17","2"
"807","6","3"
"209","5","1"
"663","14","1"
"149","22","1"
"593","12","2"
"1045","21","2"
"742","27","1"
"509","31","1"
"751","32","2"
"391","14","1"
"940","22","1"
"39","24","2"
"709","19","1"
"142","14","3"
"596","30","1"
"724","29","1"
"401","19","2"
"800","31","2"
"732","8","1"
"421","9","2"
"105","15","3"
